vessel_id,registry_count,reg_mmsi,reg_flag,reg_name,reg_imo,reg_geartype,reg_owner,ais_mmsi,ais_flag,ais_name,ais_match_fields,ais_msg_count,no_registry,flag_mismatch,name_mismatch,no_match,no_shipname,mmsi_history_count,mmsi_history,parse_error
9a9a06be8-8d50-ee38-4a48-77e827810b12,0.0,,,,,[],,413275150,CHN,ZHONG TIAN QI HANG,NO_MATCH,2120353.0,True,False,False,True,False,1.0,['413275150'],
90fcf8250-0fb1-aa3e-ca0f-836acbe1afb0,0.0,,,,,[],,413225230,CHN,JIE HANG 16,NO_MATCH,2624757.0,True,False,False,True,False,1.0,['413225230'],
cc8b357f2-2de7-f9f8-4820-d6f96bee9901,0.0,,,,,[],,413704320,CHN,AN TONG TANG SHAN,NO_MATCH,1254273.0,True,False,False,True,False,1.0,['413704320'],
59abdcf11-134a-969d-53f5-374d0052e354,0.0,,,,,[],,413385550,CHN,TIELONG63855-50-96%,NO_MATCH,5563.0,True,False,False,True,False,1.0,['413385550'],
9d165ce5e-ec2d-a583-1ceb-457806eae274,0.0,,,,,[],,413700520,CHN,AO TONG 3,NO_MATCH,1936433.0,True,False,False,True,False,1.0,['413700520'],
9668fb6c3-316c-cf82-0732-6a7609269b3d,0.0,,,,,[],,413187036,CHN,TIELONG61870-36-99%,NO_MATCH,890.0,True,False,False,True,False,1.0,['413187036'],
d82386f25-50c8-96df-7f7e-4d3a247fcae1,0.0,,,,,[],,413240070,CHN,XIN HENG YANG18,NO_MATCH,2852532.0,True,False,False,True,False,1.0,['413240070'],
21fb37838-819c-cb9c-f1d0-1c7522c98720,0.0,,,,,[],,413707350,CHN,YAN ZHAN 67,NO_MATCH,4594000.0,True,False,False,True,False,1.0,['413707350'],
163fb773f-f3c3-ddf7-ad72-d863869b0e4e,0.0,,,,,[],,412452934,CHN,,NO_MATCH,209.0,True,False,False,True,True,1.0,['412452934'],
16baf7118-8ccf-f89d-fa2a-9788a61c206d,1.0,413440160,CHN,HUALE3,9618068,['CARGO'],REN ZD,413440160,CHN,HUA LE 3,SEVERAL_FIELDS,3955238.0,False,False,True,False,False,1.0,['413440160'],
959a80330-0626-e098-c862-8b5b7cf38eb7,0.0,,,,,[],,413481680,CHN,ZHONG GU 20,NO_MATCH,2529691.0,True,False,False,True,False,1.0,['413481680'],
5dbc25454-412f-efa9-c9e9-69c441722944,0.0,,,,,[],,413442990,CHN,JIA HANG 003,NO_MATCH,1423577.0,True,False,False,True,False,1.0,['413442990'],
a39b9e8c7-7d96-bbd5-5981-7b497acee434,0.0,,,,,[],,413616201,CHN,MINLIANYU60162-1-83%,NO_MATCH,106.0,True,False,False,True,False,1.0,['413616201'],
c86861653-3d85-ca74-36b5-0ecad5377a2e,0.0,,,,,[],,413544020,CHN,HUA SHENG JUN LONG,NO_MATCH,2940874.0,True,False,False,True,False,1.0,['413544020'],
c04b290da-a61a-60e3-5525-ca34b537d10b,0.0,,,,,[],,413265270,CHN,JI XIANG JIN XIU,NO_MATCH,2203378.0,True,False,False,True,False,1.0,['413265270'],
d46588a44-47c0-6072-e704-ce12900097b2,0.0,,,,,[],,413512590,CHN,HONG XIANG ZHUO YUE,NO_MATCH,1590085.0,True,False,False,True,False,1.0,['413512590'],
9d76bc19a-ac00-f196-4ae0-d614c58e2246,0.0,,,,,[],,413158095,CHN,TIELONG61580-95-99%,NO_MATCH,24948.0,True,False,False,True,False,1.0,['413158095'],
9728e662e-eaeb-c443-6a58-9bc1d2ba8163,0.0,,,,,[],,413615760,CHN,GUO HAI XIANG,NO_MATCH,1362125.0,True,False,False,True,False,1.0,['413615760'],
19214cbe5-5c4c-9f46-dc32-24a3c366c6ea,0.0,,,,,[],,413542420,CHN,YI FAN 78,NO_MATCH,2181752.0,True,False,False,True,False,1.0,['413542420'],
3c85bd4ea-ab54-d9e5-d322-7220a46cb5fc,0.0,,,,,[],,413340960,CHN,XIN RONG66,NO_MATCH,2463342.0,True,False,False,True,False,1.0,['413340960'],
9f5207790-066f-c90c-b629-e55401c76288,0.0,,,,,[],,413701380,CHN,JINTAI198,NO_MATCH,1967148.0,True,False,False,True,False,1.0,['413701380'],
739b10844-488e-cc65-b73c-51275986f75c,0.0,,,,,[],,413595890,CHN,HUA CHEN 128,NO_MATCH,1124352.0,True,False,False,True,False,1.0,['413595890'],
035d4c907-70f3-5802-9a2c-c74b3717c124,0.0,,,,,[],,413654603,CHN,MINLIANYU60546-3-99%,NO_MATCH,3205.0,True,False,False,True,False,1.0,['413654603'],
244c9376a-a71e-60a4-254e-aa51e700d7a4,0.0,,,,,[],,413187043,CHN,TIELONG61870-43-99%,NO_MATCH,25882.0,True,False,False,True,False,1.0,['413187043'],
9e825d83c-cd6c-b4bb-702c-1f362d0b0103,0.0,,,,,[],,413549070,CHN,DONGSHENGHANHAI,NO_MATCH,2663465.0,True,False,False,True,False,1.0,['413549070'],
0a047eec0-0437-40f4-938e-fd01b3441949,0.0,,,,,[],,413665660,CHN,60815-11-99%,NO_MATCH,873.0,True,False,False,True,False,1.0,['413665660'],
1aab4d236-6ecd-1c99-07cd-ec26304c60c4,0.0,,,,,[],,413703780,CHN,QIHANGXIANG,NO_MATCH,98870.0,True,False,False,True,False,1.0,['413703780'],
1166b0f4a-aba3-fbef-d6da-69efa73061c1,1.0,413630110,CHN,KUNLUNYOU201,9622021,['TANKER'],KUNLUN FINANCIAL LEASING,413630110,CHN,KUN LUN YOU 201,SEVERAL_FIELDS,3394678.0,False,False,True,False,False,1.0,['413630110'],
41dbed725-5992-0e55-9b95-39efe32b5ce7,0.0,,,,,[],,413337240,CHN,XIN MING ZHOU96,NO_MATCH,2223297.0,True,False,False,True,False,1.0,['413337240'],
3e2b0f664-427c-d4b4-d6f8-c049d6db0c60,0.0,,,,,[],,413177934,CHN,TIELONG61779-34-50%,NO_MATCH,399.0,True,False,False,True,False,1.0,['413177934'],
d6c5f2a1d-d354-6c50-3574-6e7d81d18e7e,0.0,,,,,[],,413896584,CHN,TIELONG68965-84-99%,NO_MATCH,41386.0,True,False,False,True,False,1.0,['413896584'],
dcae00672-2730-4dfc-a464-c05cade9930a,0.0,,,,,[],,413570990,CHN,JINHANGYOU68,NO_MATCH,1955312.0,True,False,False,True,False,1.0,['413570990'],
6b5f7ec44-408d-01d7-129f-55cb57050e73,0.0,,,,,[],,413242550,CHN,GAOYUANHENGSHENG,NO_MATCH,1407602.0,True,False,False,True,False,1.0,['413242550'],
c78ada8f9-91b1-4efc-1201-9659f8a5ae12,2.0,413703960,CHN,HAISU7,9339014,['CARGO'],QUANZHOU ANSHENG SHPG,413703960,CHN,HAI SU 7,SEVERAL_FIELDS,4990305.0,False,False,True,False,False,2.0,"['209371000', '413703960']",
677c796ff-f0b2-637b-97d3-61fe56e3160f,0.0,,,,,[],,413699910,CHN,REN JIAN QIN ZHOU,NO_MATCH,3224178.0,True,False,False,True,False,1.0,['413699910'],
9825cc982-2d84-3646-affa-7ae48486ad0f,0.0,,,,,[],,413173725,CHN,TEILONG61737-25-94%,NO_MATCH,7441.0,True,False,False,True,False,1.0,['413173725'],
ff2fd55d2-2cfd-20aa-b29a-b8f9d29264da,0.0,,,,,[],,413312720,CHN,XIN HUA 168,NO_MATCH,1999827.0,True,False,False,True,False,1.0,['413312720'],
222157503-3619-a720-32a2-5a1a4e8ddf87,0.0,,,,,[],,413897757,CHN,TIELONG68977-57-94%,NO_MATCH,4047.0,True,False,False,True,False,1.0,['413897757'],
edf90afc1-122b-fd7c-f388-5816093bc6dd,0.0,,,,,[],,413348560,CHN,RUI JIN JI XIANG,NO_MATCH,2015207.0,True,False,False,True,False,1.0,['413348560'],
f98e4ab02-22fa-961f-8432-bea592223d9c,0.0,,,,,[],,413411330,CHN,BAI TONG 8,NO_MATCH,2110535.0,True,False,False,True,False,1.0,['413411330'],
59d41b223-30d0-108d-c37c-abfe3cc12a4a,0.0,,,,,[],,412449810,CHN,,NO_MATCH,131.0,True,False,False,True,True,1.0,['412449810'],
c915ea6fc-c064-9acb-dd7f-4cd6353f6c0f,1.0,413169000,CHN,XINWUHAN,9328596,['CARGO'],COSCO SHIPPING DEVELOPMENT,413169000,CHN,XIN WU HAN,SEVERAL_FIELDS,4933179.0,False,False,True,False,False,1.0,['413169000'],
fdb22b2e8-8541-ee9b-2b66-c9fb8dfacca0,1.0,413303260,CHN,HONGYAN,9564073,['TANKER'],TIANJIN SOUTHWEST MARITIME,413303260,CHN,HONG YAN,SEVERAL_FIELDS,4077114.0,False,False,True,False,False,1.0,['413303260'],
6a0a4da4c-c1fa-234e-888b-b2724ff1fa2b,0.0,,,,,[],,413268710,CHN,YONG XIN 17,NO_MATCH,1068383.0,True,False,False,True,False,1.0,['413268710'],
4f0e9c2dd-d208-7c76-5109-c987de6be081,0.0,,,,,[],,413392850,CHN,PENG RUI 7,NO_MATCH,927078.0,True,False,False,True,False,1.0,['413392850'],
1684616c2-2e63-8428-08dd-c50264e6c65b,0.0,,,,,[],,413665621,CHN,60815-2-99%,NO_MATCH,6637.0,True,False,False,True,False,1.0,['413665621'],
2062abd0e-ec8f-6557-b38e-4127ecc7bdc7,0.0,,,,,[],,413251850,CHN,FENGXIANG79,NO_MATCH,920179.0,True,False,False,True,False,1.0,['413251850'],
f6591f953-3079-eb90-9254-2182dda174fd,0.0,,,,,[],,413000032,CHN,,NO_MATCH,496186.0,True,False,False,True,True,1.0,['413000032'],
a62ccb706-653d-9f5a-2a61-1ea8b86f6d55,2.0,413263410,CHN,CHANGHANGXIWANG,9313175,['TANKER'],MINSHENG FINANCIAL LEASING,413263410,CHN,CHANG HANG XI WANG,SEVERAL_FIELDS,2597243.0,False,False,True,False,False,2.0,"['413263410', '413282000']",
a79d4857d-d322-f680-d76d-6b0f40625617,0.0,,,,,[],,413698510,CHN,REN JIAN JING TANG,NO_MATCH,1868743.0,True,False,False,True,False,1.0,['413698510'],
eaf52dc0b-b6d2-4b19-da90-15616f56071f,1.0,413072000,CHN,XINCHIWAN,9304772,['CARGO'],COSCO SHIPPING DEVELOPMENT,413072000,CHN,XIN CHI WAN,SEVERAL_FIELDS,9907174.0,False,False,True,False,False,1.0,['413072000'],
01646759a-a15d-f845-216f-6ea4bbfeb42f,0.0,,,,,[],,413387180,CHN,BO SHENG 62,NO_MATCH,2451654.0,True,False,False,True,False,1.0,['413387180'],
15a392527-77b5-0591-6ab8-a7f7872180c3,0.0,,,,,[],,413495140,CHN,ZHONG GU GUANG ZHOU,NO_MATCH,3228769.0,True,False,False,True,False,1.0,['413495140'],
e0b19251e-e24a-7b1e-1534-b6cab66cc656,0.0,,,,,[],,413581520,CHN,SHENG SHUN 67,NO_MATCH,1779997.0,True,False,False,True,False,1.0,['413581520'],
370342039-9dfd-2986-dd5c-d21bb605d1b6,0.0,,,,,[],,413911548,CHN,DAYIFA11616-31-58%,NO_MATCH,53.0,True,False,False,True,False,1.0,['413911548'],
63ff9d92d-df55-0526-a3cd-e517f5c6da46,0.0,,,,,[],,413897935,CHN,TIELONG68979-35-99%,NO_MATCH,35106.0,True,False,False,True,False,1.0,['413897935'],
51bfeb699-93b0-205b-0c66-efd2de0750d3,0.0,,,,,[],,413706490,CHN,DONG RUN 3,NO_MATCH,3001099.0,True,False,False,True,False,1.0,['413706490'],
6df1f9698-8a27-8c2e-d832-933151134d6b,0.0,,,,,[],,413220940,CHN,FUJIUFUWEN,NO_MATCH,2326579.0,True,False,False,True,False,1.0,['413220940'],
04a38be6c-c49a-5cca-ab1e-3438fa75895d,0.0,,,,,[],,413332410,CHN,DONG TAI 16,NO_MATCH,2242063.0,True,False,False,True,False,1.0,['413332410'],
e00c99f6f-fafc-467c-62b8-299dc66c8665,0.0,,,,,[],,413595812,CHN,,NO_MATCH,20864.0,True,False,False,True,True,1.0,['413595812'],
11b4a87a7-7136-1e6b-8770-3fc6532a20f4,0.0,,,,,[],,413177934,CHN,TIELONG61779-34-99%,NO_MATCH,26262.0,True,False,False,True,False,1.0,['413177934'],
4d0a1693c-c985-7963-c1d1-8557df9a928a,0.0,,,,,[],,413897756,CHN,TIELONG68977-56-36%,NO_MATCH,2948.0,True,False,False,True,False,1.0,['413897756'],
438154725-5953-a456-c27a-7d322d54cfcd,0.0,,,,,[],,413377720,CHN,AN TONG SHAN TOU,NO_MATCH,1867426.0,True,False,False,True,False,1.0,['413377720'],
e55b09b35-5214-35bc-d577-77e7daba999f,0.0,,,,,[],,413534920,CHN,FEI HONG DA 17,NO_MATCH,1416593.0,True,False,False,True,False,1.0,['413534920'],
0e827d0f6-630a-5ba8-018a-36b63f33f32d,0.0,,,,,[],,413289050,CHN,ZHENGSHENGFAZHAN,NO_MATCH,880042.0,True,False,False,True,False,1.0,['413289050'],
04af8a41b-b299-7150-df8c-75bd530f8382,0.0,,,,,[],,413347180,CHN,REN JIAN SHI DAI,NO_MATCH,2983477.0,True,False,False,True,False,1.0,['413347180'],
10eef2945-5dcf-72cc-8be3-52c7f8439b32,0.0,,,,,[],,413898336,CHN,TIELONG68983-36-77%,NO_MATCH,9203.0,True,False,False,True,False,1.0,['413898336'],
515e5dc9f-f30c-ca1a-047f-137f38299eb7,1.0,413326260,CHN,CHENGSHANWEI,9634426,['CARGO'],WEIHAI WEITONG MARINE SHPG,413326260,CHN,CHENG SHAN WEI,SEVERAL_FIELDS,5647645.0,False,False,True,False,False,1.0,['413326260'],
65f8f4b67-783f-2ad1-2444-d7bf46bf5984,0.0,,,,,[],,413233740,CHN,XIN SHEN TONG 189,NO_MATCH,1232276.0,True,False,False,True,False,1.0,['413233740'],
a95da2081-1f11-5369-2a20-b67c71799d9e,0.0,,,,,[],,413497690,CHN,HUA SHENG 88,NO_MATCH,1818514.0,True,False,False,True,False,1.0,['413497690'],
49ca6dd73-30f4-f32c-856f-0e8109c1120c,0.0,,,,,[],,413504160,CHN,XIN HONG XIANG 86,NO_MATCH,4002616.0,True,False,False,True,False,1.0,['413504160'],
f9194b983-32e9-cc9b-d8ed-8f4d5a29ac2f,0.0,,,,,[],,413177937,CHN,TIELONG61779-37-85%,NO_MATCH,5514.0,True,False,False,True,False,1.0,['413177937'],
4bbf493b5-5a78-bdc5-8d9f-75343cc22650,0.0,,,,,[],,413586980,CHN,GUO SHUN 28,NO_MATCH,1378492.0,True,False,False,True,False,1.0,['413586980'],
a4d920a11-1c87-f5c5-a671-14f7ab005db8,0.0,,,,,[],,413014183,CHN,MINLIANYU61418-19,NO_MATCH,12765.0,True,False,False,True,False,1.0,['413014183'],
3f38cebad-d30d-e34a-88f3-0e4ea7b37875,0.0,,,,,[],,413556990,CHN,ZHEN YUAN 9,NO_MATCH,2195630.0,True,False,False,True,False,1.0,['413556990'],
ec2a15f93-37e6-1ce4-9e7f-781d066503f9,1.0,413444950,CHN,YUNXIANG9,9651060,['TANKER'],ZHEJIANG YUNXIANG SHIPPING,413444950,CHN,YUN XIANG 9,SEVERAL_FIELDS,2516866.0,False,False,True,False,False,1.0,['413444950'],
82eb63f54-4945-2ba0-37a0-90ee9c9dbf13,0.0,,,,,[],,413368140,CHN,SHUN DA XIANG,NO_MATCH,1210723.0,True,False,False,True,False,1.0,['413368140'],
5045a4c6f-ff19-5089-887d-c9da32bc4178,1.0,413856000,CHN,GUODIAN20,9087752,['CARGO'],TIANJIN GUODIAN SHPG,413856000,CHN,GUO DIAN 20,SEVERAL_FIELDS,3765208.0,False,False,True,False,False,1.0,['413856000'],
495faed5d-df5e-c4c0-f63a-1a515ea53b75,0.0,,,,,[],,412503356,CHN,,NO_MATCH,30532.0,True,False,False,True,True,1.0,['412503356'],
5cb38a05f-f3ee-00c5-b6a6-cbc8abdcab1c,1.0,413445550,CHN,SHENGJIE1,9633719,['CARGO'],ZHEJIANG SHINE RAISE MARINE,413445550,CHN,SHENGJIE1,SEVERAL_FIELDS,2679952.0,False,False,False,False,False,1.0,['413445550'],
a51147043-395b-3dc7-9c22-7baf40fcc4ee,4.0,413379990,CHN,JIULONG5,9627930,['TANKER'],SHANGHAI JHDL LPG SHIPPING,413379990,CHN,JIU LONG 5,SEVERAL_FIELDS,1760877.0,False,False,True,False,False,3.0,"['413379990', '413471430', '413506910']",
6dea97aed-d351-4a2a-e4bf-f82ad2cd005c,1.0,413021050,CHN,BEIHAIJIU113,9562764,['NON_FISHING'],CHINA GOVT BEIHAI RESCUE,413021050,CHN,BEI HAI JIU 113,SEVERAL_FIELDS,3239673.0,False,False,True,False,False,1.0,['413021050'],
bf3688f24-4249-4e6a-8089-2093e6bd50d6,1.0,413458960,CHN,HONGGUANG2,9816373,['TANKER'],SHANGHAI XUANRUN SHPG,413458960,CHN,HONG GUANG 2,SEVERAL_FIELDS,3020933.0,False,False,True,False,False,1.0,['413458960'],
1e34325f9-96f4-57ab-476d-eac5ffe24bcf,0.0,,,,,[],,413568840,CHN,HANG   MAO   SHUN DA,NO_MATCH,1459544.0,True,False,False,True,False,1.0,['413568840'],
9e0770b9a-ae4d-a9e5-8748-398d7977261c,0.0,,,,,[],,413300180,CHN,XING RONG YU LIANG,NO_MATCH,1702091.0,True,False,False,True,False,1.0,['413300180'],
7e28c9875-5d5d-ad3e-f6b1-24b714fa5af6,0.0,,,,,[],,413225570,CHN,SAN SHUI 808,NO_MATCH,3432268.0,True,False,False,True,False,1.0,['413225570'],
181689480-0826-672a-9c64-84cb07329fdb,0.0,,,,,[],,413888168,CHN,33168,NO_MATCH,85899.0,True,False,False,True,False,1.0,['413888168'],
f0a89c1ec-c876-fe8e-9c50-1ce71754bbee,0.0,,,,,[],,413206830,CHN,HUA SHUN 398,NO_MATCH,1649515.0,True,False,False,True,False,1.0,['413206830'],
7d2481c43-335b-007a-7cd1-1b115692943a,0.0,,,,,[],,413622470,CHN,BAO HONG 17,NO_MATCH,854033.0,True,False,False,True,False,1.0,['413622470'],
ae3605ab7-7559-3461-19e5-d3b1caae3ed3,0.0,,,,,[],,413665622,CHN,60815-3-99%,NO_MATCH,7043.0,True,False,False,True,False,1.0,['413665622'],
385ca8105-5a25-e6fe-d1a6-c3efd9ba3d63,0.0,,,,,[],,413014184,CHN,MINLIANYU61418-20,NO_MATCH,20104.0,True,False,False,True,False,1.0,['413014184'],
ae8b1c3fb-b943-3318-f735-b831445f3c55,0.0,,,,,[],,413149522,CHN,TIELONG61495-22-99%,NO_MATCH,4082.0,True,False,False,True,False,1.0,['413149522'],
aa9c3b941-1744-936b-4426-61a307b99c3a,0.0,,,,,[],,413309330,CHN,JIUSHUN68,NO_MATCH,2213493.0,True,False,False,True,False,1.0,['413309330'],
f6b32a0ff-f296-97e2-83a2-d8ca55b5e993,0.0,,,,,[],,413897938,CHN,TIELONG68979-38-83%,NO_MATCH,10238.0,True,False,False,True,False,1.0,['413897938'],
5545841b3-3c83-2b67-b60d-9c8b87a2c6ee,0.0,,,,,[],,413333693,CHN,XH,NO_MATCH,10436.0,True,False,False,True,False,1.0,['413333693'],
b6c988c2d-da46-c383-065a-561e99060167,0.0,,,,,[],,413343170,CHN,WEI YE FU TAI,NO_MATCH,397698.0,True,False,False,True,False,1.0,['413343170'],
207c000f9-982f-893a-1820-2e3dbb934179,0.0,,,,,[],,413385553,CHN,TIELONG63855-53-75%,NO_MATCH,3339.0,True,False,False,True,False,1.0,['413385553'],
6b6641bc2-29d5-d243-8be7-8981620c866b,0.0,,,,,[],,413595920,CHN,MIN PING YU 61668,NO_MATCH,47514.0,True,False,False,True,False,1.0,['413595920'],
4bc89cf23-30a6-0ca4-e8d8-1f680c0f598c,0.0,,,,,[],,413205241,CHN,MINLIANYU60866-7-99%,NO_MATCH,2140.0,True,False,False,True,False,1.0,['413205241'],
d34dfc83c-c339-c6a5-b91f-02dd93558aca,0.0,,,,,[],,413696550,CHN,ZHONG JI 88,NO_MATCH,623877.0,True,False,False,True,False,1.0,['413696550'],
fc7bb6072-2f47-b480-8844-dd728ca4be3f,0.0,,,,,[],,413607830,CHN,NAN  HAI  901,NO_MATCH,886091.0,True,False,False,True,False,1.0,['413607830'],
2b76b72fe-ebe2-f868-7894-0ecb8f4e60f5,0.0,,,,,[],,413214110,CHN,YI CHENG 16,NO_MATCH,2693803.0,True,False,False,True,False,1.0,['413214110'],
2942bd9d2-2221-de14-93ca-53e1ddc1a160,0.0,,,,,[],,413608410,CHN,YUAN XIANG YOU 7,NO_MATCH,1593280.0,True,False,False,True,False,1.0,['413608410'],
9fad405f8-8a79-b5e0-d5af-32262fe5b1a3,0.0,,,,,[],,413609810,CHN,YUAN DONG GEGE,NO_MATCH,578810.0,True,False,False,True,False,1.0,['413609810'],
1e808bda7-7c3c-9e6d-4629-c52c5bc5420f,0.0,,,,,[],,413390130,CHN,XING HANG YUAN,NO_MATCH,2865518.0,True,False,False,True,False,1.0,['413390130'],
2e4057ffa-afaa-0a4d-c41c-0e77cd1831cb,0.0,,,,,[],,413159967,CHN,TIELONG61599-67-74%,NO_MATCH,29334.0,True,False,False,True,False,1.0,['413159967'],
97b89e842-273f-b555-3095-1a18b99b64bf,0.0,,,,,[],,413251360,CHN,BAO RUI TONG,NO_MATCH,2548412.0,True,False,False,True,False,1.0,['413251360'],
20feec48d-d435-ec9e-57ce-8e487de4a9ca,0.0,,,,,[],,413149524,CHN,TIELONG61495-24-58%,NO_MATCH,15911.0,True,False,False,True,False,1.0,['413149524'],
c6a30fd8c-cadd-4a42-d655-c433bb01e50e,0.0,,,,,[],,413239190,CHN,HONG TAI 227,NO_MATCH,793324.0,True,False,False,True,False,1.0,['413239190'],
ab30d2b1a-a09b-2fc2-3889-68d20cb962c1,0.0,,,,,[],,413284620,CHN,MENG EN 9,NO_MATCH,2353092.0,True,False,False,True,False,1.0,['413284620'],
2b6f6cc64-4626-d8f1-af05-2b83b57fb831,1.0,413965000,CHN,TIANLIHE,9400552,['CARGO'],COSCO SHIPPING LINES,413965000,CHN,TIAN LI HE,SEVERAL_FIELDS,5573896.0,False,False,True,False,False,1.0,['413965000'],
44a58c589-9d4f-5934-130f-6e0601fc3495,0.0,,,,,[],,413205243,CHN,MINLIANYU60866-9-99%,NO_MATCH,1899.0,True,False,False,True,False,1.0,['413205243'],
3a4b226f4-4ed7-3246-b0df-5e6e6cfde221,3.0,413374860,CHN,ZILUOLAN,9426178,['TANKER'],SHANGHAI SINOCHEM STOLT SHPG,413374860,CHN,ZI LUO LAN,SEVERAL_FIELDS,2295005.0,False,False,True,False,False,2.0,"['123123123', '413374860']",
540abac5a-a383-0412-d934-243601919534,0.0,,,,,[],,413385551,CHN,TIELONG63855-51-72%,NO_MATCH,124.0,True,False,False,True,False,1.0,['413385551'],
32d655ad3-34f9-5544-8f7d-21bddb6c1857,0.0,,,,,[],,413288330,CHN,CHENG LANG 166,NO_MATCH,2295058.0,True,False,False,True,False,1.0,['413288330'],
0ee3b31d8-8d6a-ee77-90b8-2747304c6904,1.0,413151000,CHN,XINYINGKOU,9312585,['CARGO'],COSCO SHIPPING DEVELOPMENT,413151000,CHN,XIN YING KOU,SEVERAL_FIELDS,9374279.0,False,False,True,False,False,1.0,['413151000'],
ba2d32de7-72cb-d00e-7f64-3ecf3f13820b,0.0,,,,,[],,412445095,CHN,,NO_MATCH,413150.0,True,False,False,True,True,1.0,['412445095'],
81665eb88-8529-779b-df68-6cc80342c9df,0.0,,,,,[],,413014180,CHN,MINLIANYU61418-4-71%,NO_MATCH,806.0,True,False,False,True,False,1.0,['413014180'],
0ca7a5c5e-e91a-3a2e-7c88-9c94adfdef39,0.0,,,,,[],,413327670,CHN,XIN HAI 69,NO_MATCH,2664598.0,True,False,False,True,False,1.0,['413327670'],
342aa2584-409d-089f-8dad-4966021b5872,0.0,,,,,[],,413219860,CHN,ZHONG GU 6,NO_MATCH,3364353.0,True,False,False,True,False,1.0,['413219860'],
aa77feb93-35c8-e560-bdfd-1189c1f54e9c,0.0,,,,,[],,412003535,CHN,,NO_MATCH,58383.0,True,False,False,True,True,1.0,['412003535'],
31724bd48-8553-e6eb-7dd1-b7391f206e3c,2.0,413527150,CHN,HUASHENG2,9277668,['CARGO'],HAINAN HUARONG SHIPPING,413527150,CHN,HUA SHENG 02,SEVERAL_FIELDS,3255291.0,False,False,True,False,False,2.0,"['240648000', '413527150']",
582f5f01a-a0c4-e03d-2dd5-29c3ba05f5b8,0.0,,,,,[],,413332170,CHN,FENG CHENG 658,NO_MATCH,920284.0,True,False,False,True,False,1.0,['413332170'],
52619f8d2-2d40-6a7e-839d-dd1b4b081d7a,0.0,,,,,[],,413396870,CHN,HAO YUAN FU QIANG,NO_MATCH,2512918.0,True,False,False,True,False,1.0,['413396870'],
9e241bc13-3ec7-9d01-5416-e7f5a1b8d822,0.0,,,,,[],,413537920,CHN,YAN ZHAN 228,NO_MATCH,2545385.0,True,False,False,True,False,1.0,['413537920'],
85911938e-e0d5-a0fc-e188-5b814e6c3a8e,0.0,,,,,[],,413177932,CHN,TIELONG61779-32-99%,NO_MATCH,3128.0,True,False,False,True,False,1.0,['413177932'],
9c12f5ef3-3edc-688d-ad66-369e13749556,0.0,,,,,[],,412443581,CHN,,NO_MATCH,45359.0,True,False,False,True,True,1.0,['412443581'],
ebbecf49d-d168-8a3b-4545-6fd1141aa615,0.0,,,,,[],,413355930,CHN,XIN HUA YUN,NO_MATCH,2177943.0,True,False,False,True,False,1.0,['413355930'],
496af6312-2e70-98fe-de28-b599fd480db1,0.0,,,,,[],,413194000,CHN,AN HUA SHAN,NO_MATCH,4961033.0,True,False,False,True,False,1.0,['413194000'],
564d019db-ba16-311d-ac89-22e80efdbb92,0.0,,,,,[],,413235320,CHN,XIN HAN 31,NO_MATCH,2087012.0,True,False,False,True,False,1.0,['413235320'],
322965806-606f-6e5a-c725-ca37cf11ce9d,0.0,,,,,[],,413608870,CHN,HE XING XIN DA,NO_MATCH,1870881.0,True,False,False,True,False,1.0,['413608870'],
1eddb0d98-8451-0726-b271-37cbaed2f083,1.0,413202490,CHN,ANJI8,9605695,['CARGO'],DALIAN JIFA SHIP MANAGEMENT,413202490,CHN,AN JI 8,SEVERAL_FIELDS,5369458.0,False,False,True,False,False,1.0,['413202490'],
d9aa952c0-00bb-b5f6-92c6-3dd3b23f07ee,0.0,,,,,[],,413610290,CHN,HUANG HUAI,NO_MATCH,767023.0,True,False,False,True,False,1.0,['413610290'],
0e510e426-6eaf-8a06-8c1c-368535c83dcc,0.0,,,,,[],,413014185,CHN,MINLIANYU61418-21,NO_MATCH,18865.0,True,False,False,True,False,1.0,['413014185'],
53777e3a6-6f98-5985-b2a1-7496cef2c57b,0.0,,,,,[],,413233820,CHN,LING HANG 89,NO_MATCH,762114.0,True,False,False,True,False,1.0,['413233820'],
8b8e3a933-34a0-11aa-783d-ba5a2d2a5564,2.0,413333930,CHN,FEIYUNHE,9223760,['CARGO'],COSCO SHIPPING LINES,413333930,CHN,FEI YUN HE,SEVERAL_FIELDS,4168511.0,False,False,True,False,False,2.0,"['412276000', '413333930']",
8e7d5aab0-032c-e644-b686-3f69ae830626,0.0,,,,,[],,413896585,CHN,DIAOYU68965-85-99%,NO_MATCH,27036.0,True,False,False,True,False,1.0,['413896585'],
eeea55fdb-bd84-dc5d-f0f3-f8c39b1bab4c,0.0,,,,,[],,413346490,CHN,REN JIAN XIA MEN,NO_MATCH,2812250.0,True,False,False,True,False,1.0,['413346490'],
35b532a64-4cd9-58d5-1c30-49827be51be8,0.0,,,,,[],,413340660,CHN,HONG QIN 18,NO_MATCH,2040547.0,True,False,False,True,False,1.0,['413340660'],
eeb27ab2f-facb-beae-8b6a-991641e7456a,0.0,,,,,[],,413218010,CHN,JIN YU JIANG LONG,NO_MATCH,1241165.0,True,False,False,True,False,1.0,['413218010'],
